1;1;7.387855529785156;20
501;1;0.136244535446167;20
1001;1;0.13755559921264648;20
1501;1;0.1415705680847168;20
2001;1;0.14391851425170898;20
2501;1;0.15018010139465332;20
3001;1;0.15769362449645996;20
3501;1;0.17027664184570312;20
4001;1;0.18095946311950684;20
4501;1;0.18630766868591309;20
5001;1;0.20970821380615234;20
5501;1;0.21240782737731934;20
6001;1;0.2236323356628418;20
6501;1;0.2313246726989746;20
7001;1;0.24272537231445312;20
7501;1;0.26030564308166504;20
8001;1;0.25243115425109863;20
8501;1;0.25963425636291504;20
9001;1;0.2700049877166748;20
9501;1;0.28170108795166016;20
10001;1;0.3059556484222412;20
10501;1;0.32372522354125977;20
11001;1;0.34457993507385254;20
11501;1;0.3641531467437744;20
12001;1;0.37631750106811523;20
12501;1;0.3877909183502197;20
13001;1;0.40212297439575195;20
13501;1;0.44171881675720215;20
14001;1;0.4675285816192627;20
14501;1;0.4858887195587158;20
15001;1;0.5131065845489502;20
15501;1;0.5278055667877197;20
16001;1;0.5442314147949219;20
16501;1;0.5661501884460449;20
17001;1;0.6143860816955566;20
17501;1;0.6542468070983887;20
18001;1;0.6770892143249512;20
18501;1;0.7008790969848633;20
19001;1;0.7208020687103271;20
19501;1;0.742377758026123;20
20001;1;0.7885341644287109;20
20501;1;0.8312110900878906;20
21001;1;0.8731899261474609;20
21501;1;0.9053168296813965;20
22001;1;0.9319596290588379;20
22501;1;0.9578616619110107;20
23001;1;0.9846792221069336;20
23501;1;1.0451204776763916;20
24001;1;1.0943207740783691;20
24501;1;1.1276626586914062;20
25001;1;1.1696083545684814;20
25501;1;1.1948351860046387;20
26001;1;1.2299144268035889;20
26501;1;1.266688585281372;20
27001;1;1.3336422443389893;20
27501;1;1.4078004360198975;20
28001;1;1.439713954925537;20
28501;1;1.4674286842346191;20
29001;1;1.5125136375427246;20
29501;1;1.5491695404052734;20
30001;1;1.618098497390747;20
30501;1;1.6786539554595947;20
31001;1;1.7462379932403564;20
31501;1;1.7764453887939453;20
32001;1;1.825087308883667;20
32501;1;1.859802484512329;20
33001;1;1.903043508529663;20
33501;1;1.991307020187378;20
34001;1;2.0660452842712402;20
34501;1;2.123934268951416;20
35001;1;2.1547985076904297;20
35501;1;2.2013299465179443;20
36001;1;2.2562031745910645;20
36501;1;2.3097856044769287;20
37001;1;2.398308753967285;20
37501;1;2.503641128540039;20
38001;1;2.5310170650482178;20
38501;1;2.589197874069214;20
