1;301;0.1312577724456787;20
501;301;0.14540743827819824;20
1001;301;0.16782593727111816;20
1501;301;0.24617552757263184;20
2001;301;0.32375073432922363;20
2501;301;0.39752960205078125;20
3001;301;0.4548678398132324;20
3501;301;0.5332114696502686;20
4001;301;0.6636359691619873;20
4501;301;0.8158700466156006;20
5001;301;0.984271764755249;20
5501;301;1.1808271408081055;20
6001;301;1.3970706462860107;20
6501;301;1.6640169620513916;20
7001;301;1.9304423332214355;20
7501;301;2.233548402786255;20
8001;301;2.569556951522827;20
8501;301;2.951373338699341;20
9001;301;3.394981622695923;20
9501;301;3.8338820934295654;20
10001;301;4.357943773269653;20
10501;301;4.851316690444946;20
11001;301;5.413498163223267;20
11501;301;5.945758819580078;20
12001;301;6.58095908164978;20
12501;301;7.20912766456604;20
13001;301;7.739274024963379;20
13501;301;8.466882705688477;20
14001;301;9.252299070358276;20
14501;301;9.946681499481201;20
15001;301;10.656928777694702;20
15501;301;11.497372388839722;20
16001;301;12.352283239364624;20
16501;301;13.138911962509155;20
17001;301;13.992359161376953;20
17501;301;15.002314329147339;20
18001;301;15.91201400756836;20
18501;301;16.942025661468506;20
19001;301;18.06168818473816;20
19501;301;18.859830379486084;20
20001;301;20.251441955566406;20
20501;301;20.96753478050232;20
21001;301;22.146092414855957;20
21501;301;23.13871669769287;20
22001;301;24.416988134384155;20
22501;301;25.568376302719116;20
23001;301;26.861252069473267;20
23501;301;28.034409284591675;20
24001;301;29.507888317108154;20
24501;301;30.58653712272644;20
25001;301;31.98897433280945;20
25501;301;33.915040493011475;20
26001;301;34.81513524055481;20
26501;301;36.37502384185791;20
27001;301;37.579245805740356;20
27501;301;39.116196155548096;20
28001;301;40.68629455566406;20
28501;301;42.32042956352234;20
29001;301;43.80955624580383;20
29501;301;45.47825217247009;20
30001;301;47.141151428222656;20
30501;301;48.688300371170044;20
31001;301;50.56461834907532;20
31501;301;52.035391330718994;20
32001;301;53.99001359939575;20
32501;301;55.57802438735962;20
33001;301;57.26057028770447;20
33501;301;59.207831621170044;20
